Date,RM,RMF,Sec. cla fan,Raw mill-Aux,Total,Day,Month,Year,AVERAGE,CM,CMF,Coal mill-Aux,Total,Day,Month,Year,AVERAGE,IDF,BHF,MD,Cooler fans Clinker Tr.,Kiln-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE,ZM,ZMF,Cement Mill-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE
15-09-2023,1260,1875,308,477,3920,15,9,2023,980.0978261,250,317,71,638,6,9,1902,212.5128205,1193,516,199,1053,673,3633,30,7,1900,605.5763889,1957,837,387,3181,27,8,1901,795.3020833
16-09-2023,1245,1880,307,483,3915,16,9,2023,978.75,248,358,64,670,4,9,1902,223.4754098,1242,507,191,1026,668,3634,10,8,1900,605.6736111,1885,838,383,3107,27,8,1901,776.6666667
17-09-2023,1220,1850,301,489,3860,17,9,2023,965.0357143,270,341,78,688,22,8,1902,229.3037037,1202,521,206,1073,699,3701,16,8,1900,616.8424908,1985,825,375,3185,7,9,1901,796.2916667
18-09-2023,1276,1870,298,471,3916,18,9,2023,978.8924731,251,377,80,709,4,9,1902,236.2836879,1236,465,203,1045,667,3617,23,8,1900,602.875,1944,898,441,3283,24,8,1901,820.673913
19-09-2023,1183,1882,359,492,3915,19,9,2023,978.75,256,342,77,675,4,9,1902,224.96,1329,498,200,1060,663,3750,11,8,1900,624.9722222,1938,860,406,3203,15,9,1901,800.6875
20-09-2023,1275,1867,300,471,3914,20,9,2023,978.4130435,261,340,74,676,4,9,1902,225.4468085,1137,442,182,1079,640,3480,12,8,1900,579.9652778,2010,854,378,3242,1,8,1901,810.4583333
21-09-2023,1281,1879,307,478,3945,21,9,2023,986.3707865,268,332,72,672,12,9,1902,224.08,1209,453,195,1010,644,3511,11,8,1900,585.1458333,1919,867,392,3178,7,8,1901,794.6170213
22-09-2023,1267,1844,296,473,3881,22,9,2023,970.1612903,284,330,78,692,27,8,1902,230.6969697,1145,429,172,1021,634,3401,17,8,1900,566.7569444,2075,857,421,3353,19,7,1901,838.172043
23-09-2023,1263,1888,333,500,3984,23,9,2023,995.9529412,268,323,75,666,21,9,1902,221.8909091,1169,468,181,1006,641,3465,8,8,1900,577.5208333,1969,845,407,3221,30,7,1901,805.3125
24-09-2023,1257,1931,350,477,4016,24,9,2023,1003.883721,270,334,75,679,29,9,1902,226.1843972,1116,458,174,973,629,3350,13,8,1900,558.2916667,1988,853,368,3210,11,7,1901,802.4166667
25-09-2023,1238,1912,382,484,4016,25,9,2023,1004.012195,254,337,75,666,30,9,1902,221.8550725,1106,443,149,997,638,3333,8,8,1900,555.4722222,2077,945,479,3501,8,7,1901,875.2173913
26-09-2023,1254,1912,378,510,4054,26,9,2023,1013.414286,284,335,84,703,9,10,1902,234.2411348,1118,449,150,992,633,3341,21,8,1900,556.875,1910,857,408,3174,9,7,1901,793.5729167
27-09-2023,1263,1874,364,458,3958,27,9,2023,989.5274725,290,340,71,701,15,9,1902,233.7106918,1114,437,160,979,644,3333,20,8,1900,555.5347222,1947,852,362,3161,8,7,1901,790.2708333
28-09-2023,1260,1977,401,506,4143,28,9,2023,1035.648649,297,358,79,733,31,10,1902,244.4444444,1107,483,154,982,634,3360,31,8,1900,559.9722222,1971,837,371,3178,12,7,1901,794.5625
29-09-2023,1255,1932,382,466,4034,29,9,2023,1008.556818,279,338,77,694,4,10,1902,231.4350282,1138,446,194,971,641,3389,18,8,1900,564.8541667,1949,841,398,3189,17,7,1901,797.1458333
30-09-2023,1273,2004,367,501,4145,30,9,2023,1036.173333,294,333,81,708,1,11,1902,236.0251572,1110,449,179,954,632,3325,23,8,1900,554.1736111,1923,841,408,3172,7,7,1901,792.9583333
01-10-2023,1240,1931,330,475,3976,1,10,2023,994.0119048,301,338,92,730,20,9,1902,243.1944444,1131,485,158,971,646,3391,30,8,1900,565.1111111,2032,832,370,3234,18,7,1901,808.4375
02-10-2023,1268,1937,318,474,3999,2,10,2023,999.6444444,312,333,87,731,25,9,1902,243.76,1170,475,181,972,659,3457,30,8,1900,576.1944444,1927,835,372,3134,29,7,1901,783.375
03-10-2023,1242,2004,337,549,4132,3,10,2023,1032.951613,299,344,84,727,28,10,1902,242.3396226,1168,531,184,960,637,3480,29,8,1900,580.0625,2002,807,393,3202,2,8,1901,800.375
04-10-2023,1155,2024,403,534,4115,4,10,2023,1028.791667,269,330,80,679,24,10,1902,226.4444444,1187,547,171,953,658,3516,13,8,1900,585.9791667,2111,824,429,3363,7,8,1901,840.7395833
05-10-2023,1269,1947,316,488,4020,5,10,2023,1005.107527,255,339,82,675,1,10,1902,225.0238095,1187,537,173,946,652,3494,12,8,1900,582.3472222,2012,829,395,3236,4,8,1901,809.1041667
06-10-2023,1246,2036,366,564,4211,6,10,2023,1052.802817,263,341,74,678,17,11,1902,226.0888889,1182,549,202,954,665,3551,13,8,1900,591.7569444,1992,839,376,3207,13,8,1901,801.8541667
07-10-2023,1263,2034,336,520,4153,7,10,2023,1038.349398,225,327,74,626,3,11,1902,208.7363184,1143,525,200,960,645,3474,26,7,1900,578.9375,2068,810,402,3281,31,7,1901,820.15625
08-10-2023,1286,1996,327,499,4107,8,10,2023,1026.712644,232,333,84,648,22,10,1902,216.125,1123,515,191,950,658,3436,3,8,1900,572.6388889,2141,854,349,3344,25,7,1901,836.0217391
09-10-2023,1274,1973,327,487,4060,9,10,2023,1015.082353,223,332,85,640,11,10,1902,213.4814815,1126,486,190,952,646,3401,31,7,1900,566.7847222,0,0,0,0,19,7,1901,0
10-10-2023,1248,1955,356,537,4097,10,10,2023,1024.193548,227,357,85,668,20,10,1902,222.625,1165,520,182,957,648,3472,9,8,1900,578.6805556,2038,861,392,3291,31,7,1901,822.6666667
11-10-2023,1289,1966,330,481,4065,11,10,2023,1016.234043,215,355,84,654,12,10,1902,218.1202186,1131,515,181,954,662,3444,5,8,1900,574.0277778,1922,840,465,3226,27,7,1901,806.5625
12-10-2023,1312,2032,325,546,4215,12,10,2023,1053.742424,235,370,85,689,18,11,1902,229.6321839,1120,506,172,959,652,3408,16,8,1900,567.9930556,1946,838,382,3165,20,7,1901,791.2916667
13-10-2023,1293,1964,333,495,4084,13,10,2023,1021.069767,277,335,81,693,17,10,1902,230.8679245,1154,503,169,947,653,3426,17,8,1900,571.0694444,2019,814,368,3201,24,7,1901,800.1875
14-10-2023,1289,1975,372,521,4157,14,10,2023,1039.184211,296,334,93,723,4,11,1902,240.8333333,1168,489,187,962,652,3459,27,8,1900,576.4791667,1914,818,380,3112,29,7,1901,777.9583333
15-10-2023,1250,1974,294,529,4047,15,10,2023,1011.797101,265,312,87,664,7,10,1902,221.2198582,1167,497,173,960,639,3435,8,8,1900,572.5694444,1961,805,369,3134,25,7,1901,783.5833333
16-10-2023,1237,1975,297,549,4058,16,10,2023,1014.608696,258,316,84,658,10,10,1902,219.4133333,1218,522,187,955,651,3533,6,8,1900,588.7708333,2070,788,389,3247,10,8,1901,811.7395833
17-10-2023,1152,1976,388,602,4117,17,10,2023,1029.277778,245,312,100,658,25,10,1902,219.2907801,1281,538,189,962,658,3628,6,8,1900,604.6875,1966,849,411,3227,26,8,1901,806.6630435
18-10-2023,1292,1963,392,514,4161,18,10,2023,1040.361702,254,311,93,658,5,11,1902,219.1836735,1292,499,159,981,685,3617,6,8,1900,602.7777778,1995,846,445,3286,24,8,1901,821.4468085
19-10-2023,1266,1982,324,522,4094,19,10,2023,1023.623656,268,306,110,683,19,10,1902,227.6028369,1280,481,144,1015,649,3568,14,8,1900,594.7152778,1967,877,395,3239,16,8,1901,809.7717391
20-10-2023,1246,1986,318,539,4089,20,10,2023,1022.227273,271,301,92,665,18,10,1902,221.5128205,1283,505,148,1027,633,3595,8,8,1900,599.2083333,2029,819,371,3219,21,8,1901,804.8645833
21-10-2023,1247,2006,360,565,4179,21,10,2023,1044.636364,290,318,91,699,9,11,1902,232.9487179,1282,478,191,970,648,3568,19,8,1900,594.6736111,2149,819,403,3371,16,8,1901,842.8105263
22-10-2023,1214,1932,295,528,3969,22,10,2023,992.3333333,284,320,101,705,18,9,1902,235.0769231,1275,527,213,964,716,3694,22,8,1900,615.7013889,2099,1050,534,3682,6,9,1901,920.5675676
23-10-2023,1266,1959,283,537,4044,23,10,2023,1011.072917,282,302,115,698,7,10,1902,232.8181818,1270,465,202,970,697,3604,19,8,1900,600.6319444,1991,864,403,3258,22,8,1901,814.5466667
24-10-2023,1244,1959,298,551,4051,24,10,2023,1012.778947,279,306,98,684,8,10,1902,227.9285714,1265,484,177,965,709,3601,14,8,1900,600.0833333,2120,830,378,3328,22,8,1901,831.9270833
25-10-2023,1220,1927,327,529,4003,25,10,2023,1000.864583,251,316,89,656,26,9,1902,218.6436782,1264,505,177,963,673,3582,5,8,1900,596.9861111,2079,829,370,3277,18,8,1901,819.25
26-10-2023,1218,1928,295,525,3966,26,10,2023,991.4479167,276,309,91,677,17,9,1902,225.5030303,1263,481,167,950,697,3558,12,8,1900,593.0347222,2013,856,412,3281,15,8,1901,820.2688172
27-10-2023,1220,1970,359,496,4045,27,10,2023,1011.12766,276,302,82,659,7,10,1902,219.7948718,1251,495,145,940,695,3526,6,8,1900,587.7013889,2031,842,391,3264,9,8,1901,816.0833333
28-10-2023,1204,1903,305,535,3947,28,10,2023,986.8068182,279,304,115,698,12,9,1902,232.7407407,1247,497,169,937,693,3543,19,8,1900,590.4791667,2016,869,421,3305,12,8,1901,826.3225806
29-10-2023,1142,1608,328,505,3583,29,10,2023,895.825,241,311,99,651,13,6,1902,216.9481481,1260,551,196,943,632,3582,3,8,1900,596.9513889,1982,846,393,3221,18,8,1901,805.3229167
30-10-2023,1172,1790,295,609,3865,30,10,2023,966.3214286,276,302,81,659,23,8,1902,219.7777778,1258,543,186,946,754,3687,6,8,1900,614.4722222,1961,878,418,3256,5,9,1901,814.1086957
31-10-2023,1222,1963,290,554,4029,31,10,2023,1007.297872,264,314,101,679,3,10,1902,226.32,1281,498,193,976,754,3703,13,8,1900,617.1458333,2022,837,423,3281,8,9,1901,820.34375
01-11-2023,1205,1912,292,521,3929,1,11,2023,982.3125,252,302,95,649,8,9,1902,216.2988506,1282,518,194,971,801,3765,3,8,1900,627.5694444,1971,837,417,3226,18,9,1901,806.3958333
02-11-2023,1196,1905,308,505,3914,2,11,2023,978.3958333,259,303,86,648,4,9,1902,216.1234568,1285,516,212,966,743,3722,3,8,1900,620.3194444,2093,821,399,3313,11,9,1901,828.1770833
03-11-2023,1252,1951,341,487,4030,3,11,2023,1007.531915,266,301,71,639,3,10,1902,212.9454545,1286,504,187,981,724,3682,30,7,1900,613.7083333,0,0,0,0,4,9,1901,0
04-11-2023,1218,1960,371,549,4098,4,11,2023,1024.602941,259,291,72,621,20,10,1902,207.1194969,1265,546,159,957,695,3622,25,7,1900,603.6111111,2089,813,394,3296,25,8,1901,823.96875
05-11-2023,1220,1939,365,503,4028,5,11,2023,1006.975904,261,300,70,630,2,10,1902,210.047619,1261,533,172,960,713,3639,28,7,1900,606.4791667,1954,821,414,3189,28,8,1901,797.1354167
06-11-2023,1239,1956,338,556,4087,6,11,2023,1021.873016,251,287,71,610,17,10,1902,203.3454545,1256,541,202,947,685,3631,21,7,1900,605.0972222,1979,806,390,3175,27,8,1901,793.8125
07-11-2023,1286,1818,339,481,3924,7,11,2023,981.0957447,248,294,66,607,7,9,1902,202.4918033,1277,514,183,905,714,3593,20,7,1900,598.8472222,2077,794,390,3261,20,8,1901,815.1666667
08-11-2023,1271,1709,310,471,3762,8,11,2023,940.3978495,246,294,70,610,28,7,1902,203.2619048,1260,536,149,901,705,3551,21,7,1900,591.8611111,2092,819,577,3488,13,8,1901,872.0212766
09-11-2023,1262,1733,339,487,3820,9,11,2023,955.0617284,258,294,65,617,12,8,1902,205.7241379,1213,555,155,901,706,3529,23,7,1900,588.2222222,2114,775,460,3350,10,8,1901,837.40625
10-11-2023,1237,1733,357,496,3823,10,11,2023,955.6585366,259,301,78,639,12,8,1902,212.8333333,1203,546,160,927,682,3517,30,7,1900,586.2430556,2142,777,455,3374,8,8,1901,843.4166667
11-11-2023,1255,1937,399,542,4133,11,11,2023,1033.142857,260,294,62,616,29,10,1902,205.4791667,1219,560,193,946,688,3606,23,7,1900,600.9236111,2009,798,399,3207,22,8,1901,801.625
12-11-2023,1300,1958,391,511,4159,12,11,2023,1039.733333,260,284,67,611,4,11,1902,203.5862069,1219,531,192,945,673,3560,21,7,1900,593.3402778,2139,765,447,3352,15,8,1901,837.875
13-11-2023,1308,1978,339,487,4113,13,11,2023,1028.333333,248,277,61,587,24,10,1902,195.6717949,1223,484,185,919,696,3507,13,7,1900,584.5763889,2170,755,501,3426,6,8,1901,856.5625
14-11-2023,1304,1890,361,493,4048,14,11,2023,1012.098901,245,277,62,585,8,10,1902,195.0392157,1224,468,179,933,690,3493,13,7,1900,582.2430556,2075,775,413,3262,4,8,1901,815.59375
15-11-2023,1284,1829,334,480,3927,15,11,2023,981.6354167,247,275,61,583,7,9,1902,194.2365591,1211,492,150,924,723,3499,12,7,1900,583.1319444,0,0,0,0,5,8,1901,0
16-11-2023,1276,1920,354,508,4057,16,11,2023,1014.359551,254,294,67,615,10,10,1902,204.9375,1175,525,151,951,707,3509,22,7,1900,584.8402778,1911,837,368,3116,6,8,1901,779.0319149
17-11-2023,1259,2004,375,531,4169,17,11,2023,1042.3375,261,281,71,613,7,11,1902,204.2222222,1162,549,163,941,690,3505,22,7,1900,584.1041667,2079,845,383,3308,6,8,1901,826.9777778
18-11-2023,1274,1996,359,526,4155,18,11,2023,1038.7375,253,283,60,596,3,11,1902,198.7083333,1159,530,164,940,688,3481,16,7,1900,580.2222222,1983,823,389,3195,2,8,1901,798.71875
19-11-2023,1263,2320,518,701,4802,19,11,2023,1200.509804,220,291,59,570,14,4,1903,189.968254,1143,570,175,945,724,3557,7,7,1900,592.8541667,2047,850,423,3320,14,8,1901,830.0537634
20-11-2023,0,0,0,0,0,20,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2031,963,393,3386,0,1,1900,846.5820896
21-11-2023,0,0,0,0,0,21,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1902,899,431,3232,0,1,1900,807.9814815
22-11-2023,0,0,0,0,0,22,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
23-11-2023,0,0,0,0,0,23,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
24-11-2023,0,0,0,0,0,24,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1974,966,459,3399,0,1,1900,849.7741935
25-11-2023,0,0,0,0,0,25,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2075,985,527,3586,0,1,1900,896.5769231
26-11-2023,0,0,0,0,0,26,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
27-11-2023,0,0,0,0,0,27,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
28-11-2023,0,0,0,0,0,28,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
29-11-2023,0,0,0,0,0,29,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2027,1093,778,3898,0,1,1900,974.4166667
30-11-2023,0,0,0,0,0,30,11,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1910,849,442,3201,0,1,1900,800.2604167
01-12-2023,0,0,0,0,0,1,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1895,827,484,3206,0,1,1900,801.3854167
02-12-2023,0,0,0,0,0,2,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1959,831,403,3193,0,1,1900,798.1979167
03-12-2023,0,0,0,0,0,3,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
04-12-2023,0,0,0,0,0,4,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1965,993,516,3474,0,1,1900,868.4736842
05-12-2023,0,0,0,0,0,5,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
06-12-2023,0,0,0,0,0,6,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,1,1900,0
07-12-2023,0,0,0,0,0,7,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1963,858,390,3211,0,1,1900,802.65625
08-12-2023,0,0,0,0,0,8,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1917,854,418,3188,0,1,1900,797.0520833
09-12-2023,0,0,0,0,0,9,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2066,823,416,3305,0,1,1900,826.3617021
10-12-2023,0,0,0,0,0,10,12,2023,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,1955,1007,534,3496,0,1,1900,874.0909091
11-12-2023,0,0,0,0,0,11,12,2023,0,88,484,97,669,0,1,1900,223.1428571,0,0,0,0,0,0,10,8,1900,0,2024,835,443,3302,0,1,1900,825.4479167
12-12-2023,1214,1753,529,736,4233,12,12,2023,1058.189189,224,354,63,640,23,11,1902,213.4382022,1010,521,161,856,761,3308,31,7,1900,551.3073593,2084,851,442,3377,4,7,1901,844.2446809
13-12-2023,1167,1622,455,587,3832,13,12,2023,957.9166667,236,345,60,641,14,8,1902,213.5268817,1027,528,175,949,666,3344,31,7,1900,557.375,0,0,0,0,10,7,1901,0
14-12-2023,1288,1655,356,508,3807,14,12,2023,951.7831325,251,384,66,700,8,8,1902,233.3559322,1034,449,183,953,700,3319,20,8,1900,553.1180556,2090,857,508,3455,6,7,1901,863.7282609
15-12-2023,1280,1630,303,499,3713,15,12,2023,928.2395833,253,375,66,694,16,7,1902,231.2291667,1158,412,188,971,708,3437,18,8,1900,572.8263889,1962,814,387,3163,25,7,1901,790.6770833
16-12-2023,1288,1605,249,490,3632,16,12,2023,907.875,255,369,70,694,25,6,1902,231.2786885,1222,413,192,1000,697,3524,18,8,1900,587.2777778,2003,850,387,3240,9,8,1901,809.9021739
17-12-2023,1307,1609,240,486,3643,17,12,2023,910.7916667,260,350,67,677,28,6,1902,225.6344086,1269,397,214,1014,720,3614,12,8,1900,602.3055556,2047,812,374,3234,24,8,1901,808.46875
18-12-2023,1258,1636,331,483,3708,18,12,2023,927.0208333,243,377,68,689,15,7,1902,229.5589744,1161,379,189,1018,705,3452,16,8,1900,575.3680556,2199,789,443,3430,28,7,1901,857.6170213
19-12-2023,1262,1598,318,478,3655,19,12,2023,913.7916667,249,382,64,695,1,7,1902,231.6088889,1153,365,192,1000,691,3401,18,8,1900,566.8263889,2048,856,438,3342,19,7,1901,835.576087
20-12-2023,1285,1596,253,515,3650,20,12,2023,912.505618,218,349,66,633,30,6,1902,210.8596491,1171,382,203,1017,699,3473,28,7,1900,578.8263889,2111,818,371,3301,31,7,1901,825.25
21-12-2023,1264,1615,247,485,3611,21,12,2023,902.7021277,236,370,62,669,20,6,1902,222.8518519,1197,391,198,1075,668,3528,9,8,1900,588.0763889,2412,1735,1692,5839,10,8,1901,1459.625
22-12-2023,1246,1696,289,532,3763,22,12,2023,940.8271605,244,341,67,652,28,7,1902,217.2952381,1194,400,195,948,692,3430,4,8,1900,571.5902778,2037,837,416,3290,24,7,1901,822.4042553
23-12-2023,1241,1711,289,481,3722,23,12,2023,930.4479167,237,356,64,657,18,7,1902,219.1111111,1198,365,190,916,705,3374,6,8,1900,562.3333333,2166,792,423,3381,15,7,1901,845.2604167
24-12-2023,1222,1699,305,486,3712,24,12,2023,927.8913043,236,369,62,667,15,7,1902,222.3703704,1196,371,188,939,734,3427,9,8,1900,571.2222222,2058,817,386,3261,24,7,1901,815.25
25-12-2023,1227,1685,256,483,3651,25,12,2023,912.6263736,245,370,65,679,30,6,1902,226.4444444,1238,377,207,970,724,3515,13,8,1900,585.875,2105,845,525,3475,7,8,1901,868.75
26-12-2023,1256,1655,298,474,3683,26,12,2023,920.6458333,231,361,66,658,8,7,1902,219.3789954,1270,358,211,975,709,3523,6,8,1900,587.1805556,2079,820,366,3266,9,8,1901,816.375
27-12-2023,1280,1638,300,472,3690,27,12,2023,922.606383,231,359,67,657,10,7,1902,218.9333333,1271,367,209,993,692,3530,5,8,1900,588.3958333,0,0,0,0,10,8,1901,0
28-12-2023,1289,1655,279,466,3689,28,12,2023,922.1276596,248,358,65,670,10,7,1902,223.4666667,1262,367,202,989,694,3514,10,8,1900,585.6666667,2076,848,427,3351,7,8,1901,837.8064516
29-12-2023,1299,1682,293,483,3756,29,12,2023,939.0340909,248,356,66,670,27,7,1902,223.3958333,1262,376,188,1037,685,3549,10,8,1900,591.4444444,2058,812,444,3314,13,8,1901,828.4166667
30-12-2023,1254,1613,276,461,3604,30,12,2023,901.03125,229,359,61,649,19,6,1902,216.4444444,1270,365,175,999,694,3502,3,8,1900,583.6875,2138,778,400,3316,5,8,1901,828.9166667
31-12-2023,1279,1632,267,461,3638,31,12,2023,909.5520833,219,334,58,611,27,6,1902,203.7088123,1276,352,178,1001,702,3510,21,7,1900,584.9236111,2067,820,482,3368,6,8,1901,842.0416667
01-01-2024,1268,1635,250,475,3627,1,1,2024,906.84375,243,355,59,658,24,6,1902,219.2289157,1280,351,197,1001,701,3530,6,8,1900,588.3958333,0,0,0,0,10,8,1901,0
02-01-2024,1267,1650,274,533,3724,2,1,2024,931.0104167,236,384,74,694,19,7,1902,231.2131148,1293,367,188,976,727,3552,18,8,1900,591.9722222,2080,864,440,3384,13,8,1901,845.9605263
03-01-2024,1223,1717,327,678,3946,3,1,2024,986.5166667,222,330,62,614,12,9,1902,204.7619048,1265,453,190,1024,726,3656,22,7,1900,609.3888889,0,0,0,0,31,8,1901,0
04-01-2024,1244,1650,276,580,3750,4,1,2024,937.5714286,221,347,63,631,25,7,1902,210.4474886,1237,411,202,983,704,3537,28,7,1900,589.5694444,0,0,0,0,11,8,1901,0
05-01-2024,1261,1631,262,514,3668,5,1,2024,917.0208333,223,346,67,636,5,7,1902,211.9843137,1215,414,204,1023,692,3548,29,7,1900,591.3263889,0,0,0,0,13,8,1901,0
06-01-2024,1248,1664,316,522,3750,6,1,2024,937.3763441,224,349,76,649,25,7,1902,216.2564103,1179,412,190,1002,682,3466,3,8,1900,577.6111111,2252,839,643,3734,30,7,1901,933.4242424
07-01-2024,1208,1648,377,563,3795,7,1,2024,948.7567568,214,345,60,619,5,8,1902,206.4069264,1130,425,183,984,683,3405,24,7,1900,567.4166667,2441,951,669,4061,20,7,1901,1015.227273
08-01-2024,1185,1674,385,524,3768,8,1,2024,942.0989011,220,333,60,613,30,7,1902,204.3492063,1050,348,169,968,700,3235,22,7,1900,539.1041667,0,0,0,0,22,6,1901,0
09-01-2024,1199,1641,282,503,3626,9,1,2024,906.5,225,339,70,634,24,6,1902,211.3744856,1107,351,178,978,691,3306,29,7,1900,550.9722222,0,0,0,0,3,7,1901,0
10-01-2024,1240,1629,238,499,3606,10,1,2024,901.6170213,230,367,56,653,19,6,1902,217.6060606,1100,347,197,989,685,3319,4,8,1900,553.1597222,2283,825,437,3545,6,7,1901,886.1842105
11-01-2024,1218,1691,358,530,3796,11,1,2024,949.0243902,225,375,59,659,6,8,1902,219.5213675,1099,418,184,1010,675,3386,6,8,1900,564.3541667,2120,965,929,4014,17,7,1901,1003.375
12-01-2024,1196,1642,323,505,3666,12,1,2024,916.6086957,213,371,64,648,4,7,1902,216.0740741,1159,391,186,1027,669,3433,3,8,1900,572.0972222,0,0,0,0,25,7,1901,0
13-01-2024,1178,1594,287,520,3579,13,1,2024,894.7375,216,378,68,662,12,6,1902,220.5294118,1129,413,194,1029,677,3442,7,8,1900,573.6180556,0,0,0,0,26,7,1901,0
14-01-2024,1240,1578,253,513,3585,14,1,2024,896.1505376,209,365,62,636,14,6,1902,211.8918919,1129,369,188,1047,690,3423,29,7,1900,570.5347222,0,0,0,0,23,7,1901,0
15-01-2024,1251,1512,281,458,3502,15,1,2024,875.5625,223,365,61,650,24,5,1902,216.65,1124,363,207,1026,699,3419,3,8,1900,569.7986111,0,0,0,0,22,7,1901,0
16-01-2024,1218,1508,275,527,3527,16,1,2024,881.6875,221,381,62,664,30,5,1902,221.3508772,1107,406,203,1001,701,3418,8,8,1900,569.7083333,0,0,0,0,22,7,1901,0
17-01-2024,1220,1498,240,517,3475,17,1,2024,868.7613636,220,377,60,657,17,5,1902,218.939759,1086,378,201,1051,688,3403,5,8,1900,567.1458333,0,0,0,0,20,7,1901,0
18-01-2024,1255,1497,256,510,3519,18,1,2024,879.7916667,226,365,60,651,28,5,1902,217.1407407,1116,359,192,1010,744,3421,4,8,1900,570.1666667,2267,768,471,3506,23,7,1901,876.5208333
19-01-2024,1229,1510,249,513,3500,19,1,2024,875.106383,228,356,59,642,24,5,1902,214.1025641,1127,368,208,995,746,3444,1,8,1900,573.9583333,2119,800,408,3327,26,7,1901,831.7159091
20-01-2024,1194,1508,275,516,3493,20,1,2024,873.1910112,228,359,56,643,22,5,1902,214.2386831,1131,398,195,997,749,3470,1,8,1900,578.3402778,0,0,0,0,31,7,1901,0
21-01-2024,1201,1499,255,498,3452,21,1,2024,862.9791667,229,359,68,656,11,5,1902,218.7521368,1134,378,198,1042,745,3497,5,8,1900,582.8680556,2146,882,441,3469,4,8,1901,867.3148148
22-01-2024,1206,1503,261,523,3493,22,1,2024,873.2272727,235,366,61,662,22,5,1902,220.6341463,1141,386,204,1030,721,3482,7,8,1900,580.2847222,2156,807,393,3356,2,8,1901,838.8854167
23-01-2024,1201,1502,246,505,3455,23,1,2024,863.6666667,239,364,69,671,12,5,1902,223.7,1159,368,201,1021,721,3470,10,8,1900,578.3819444,2122,803,381,3306,31,7,1901,826.375
24-01-2024,1202,1542,279,626,3649,24,1,2024,912.1730769,241,362,61,664,30,6,1902,221.4761905,1159,429,199,1031,735,3553,8,8,1900,592.0833333,2220,803,383,3405,14,8,1901,851.3229167
25-01-2024,1191,1520,274,493,3479,25,1,2024,869.65625,232,363,65,660,18,5,1902,219.9703704,1218,347,211,1006,739,3521,6,8,1900,586.7638889,2152,803,480,3434,8,8,1901,858.4479167
26-01-2024,1210,1515,288,474,3487,26,1,2024,871.71875,233,350,69,651,20,5,1902,216.9605735,1211,347,212,983,764,3517,3,8,1900,586.1527778,2041,819,364,3224,8,8,1901,806
27-01-2024,1222,1498,273,482,3475,27,1,2024,868.625,222,353,79,655,17,5,1902,218.1666667,1224,359,209,1007,733,3531,5,8,1900,588.5347222,2156,828,433,3416,10,8,1901,854.0740741
28-01-2024,1216,1476,276,479,3447,28,1,2024,861.65625,228,362,69,659,10,5,1902,219.5166667,1220,351,211,1076,737,3594,6,8,1900,599,2102,835,411,3348,21,8,1901,836.9479167
29-01-2024,1230,1459,307,474,3469,29,1,2024,867.2105263,235,377,43,655,16,5,1902,218.3030303,1183,350,212,1052,727,3524,5,8,1900,587.4097222,2046,810,412,3269,9,8,1901,817.125
30-01-2024,1221,1427,298,466,3413,30,1,2024,853.2604167,225,368,70,663,2,5,1902,220.9175627,1212,341,204,998,742,3496,7,8,1900,582.7430556,2042,809,424,3274,4,8,1901,818.5625
