Date,RM,RMF,Sec. cla fan,Raw mill-Aux,Total,Day,Month,Year,AVERAGE,CM,CMF,Coal mill-Aux,Total,Day,Month,Year,AVERAGE,IDF,BHF,MD,Cooler fans Clinker Tr.,Kiln-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE,ZM,ZMF,Cement Mill-1-Aux,Total,DAY,MONTH,YEAR,AVERAGE
10-02-2022,0,0,0,0,0,10,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2099,877,423,3399,0,1,1900,849.75
11-02-2022,0,0,0,0,0,11,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2177,889,482,3548,0,1,1900,887
12-02-2022,0,0,0,0,0,12,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2145,873,462,3480,0,1,1900,870
13-02-2022,0,0,0,0,0,13,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2189,1295,1171,4655,0,1,1900,1163.75
14-02-2022,0,0,0,0,0,14,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2177,738,464,3379,0,1,1900,844.75
15-02-2022,0,0,0,0,0,15,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2305,656,481,3442,0,1,1900,860.5
16-02-2022,0,0,0,0,0,16,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2275,762,461,3498,0,1,1900,874.5
17-02-2022,0,0,0,0,0,17,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2301,738,467,3506,0,1,1900,876.5
18-02-2022,0,0,0,0,0,18,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2367,664,479,3510,0,1,1900,877.5
19-02-2022,0,0,0,0,0,19,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2453,645,478,3576,0,1,1900,894
20-02-2022,0,0,0,0,0,20,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2374,703,473,3550,0,1,1900,887.5
21-02-2022,0,0,0,0,0,21,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2500,683,464,3647,0,1,1900,911.75
22-02-2022,0,0,0,0,0,22,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2388,755,467,3610,0,1,1900,902.5
23-02-2022,0,0,0,0,0,23,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2318,782,484,3584,0,1,1900,896
24-02-2022,0,0,0,0,0,24,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2361,772,476,3609,0,1,1900,902.25
25-02-2022,0,0,0,0,0,25,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2308,774,461,3543,0,1,1900,885.75
26-02-2022,0,0,0,0,0,26,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2484,680,470,3634,0,1,1900,908.5
27-02-2022,0,0,0,0,0,27,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2289,869,456,3614,0,1,1900,903.5
28-02-2022,0,0,0,0,0,28,2,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2224,771,456,3451,0,1,1900,862.75
01-03-2022,0,0,0,0,0,1,3,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2339,852,463,3654,0,1,1900,913.5
02-03-2022,0,0,0,0,0,2,3,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2413,714,434,3561,0,1,1900,890.25
03-03-2022,0,0,0,0,0,3,3,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2311,844,531,3686,0,1,1900,921.5
04-03-2022,0,0,0,0,0,4,3,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2263,783,380,3426,0,1,1900,856.5
05-03-2022,0,0,0,0,0,5,3,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2434,805,426,3665,0,1,1900,916.25
06-03-2022,0,0,0,0,0,6,3,2022,0,122,484,98,704,0,1,1900,234.6666667,0,0,0,0,0,0,21,8,1900,0,2595,758,406,3759,0,1,1900,939.75
07-03-2022,0,0,0,0,0,7,3,2022,0,192,420,70,682,0,1,1900,227.3333333,1001,514,151,687,799,3152,14,8,1900,525.3333333,2466,798,616,3880,8,6,1901,970
08-03-2022,1163,1605,310,423,3501,8,3,2022,875.25,172,444,101,717,24,5,1902,239,887,418,161,662,673,2801,26,8,1900,466.8333333,2661,652,556,3869,10,4,1901,967.25
09-03-2022,1170,1571,295,412,3448,9,3,2022,862,167,438,97,702,11,5,1902,234,1198,450,183,757,726,3314,21,8,1900,552.3333333,2333,796,366,3495,5,7,1901,873.75
10-03-2022,1155,1591,298,428,3472,10,3,2022,868,217,436,97,750,17,5,1902,250,1476,513,202,833,710,3734,6,9,1900,622.3333333,2347,739,364,3450,13,9,1901,862.5
11-03-2022,1185,1657,308,419,3569,11,3,2022,892.25,218,455,89,762,10,6,1902,254,1255,471,201,810,707,3444,10,9,1900,574,2148,830,398,3376,27,7,1901,844
12-03-2022,1196,1551,306,409,3462,12,3,2022,865.5,180,441,93,714,14,5,1902,238,1359,438,229,842,736,3604,25,8,1900,600.6666667,2513,814,453,3780,22,8,1901,945
13-03-2022,1202,1588,312,424,3526,13,3,2022,881.5,193,450,98,741,30,5,1902,247,1368,472,216,839,740,3635,3,9,1900,605.8333333,2563,798,602,3963,27,8,1901,990.75
14-03-2022,1220,1612,318,429,3579,14,3,2022,894.75,163,450,100,713,12,6,1902,237.6666667,1289,445,210,820,741,3505,24,8,1900,584.1666667,2578,761,508,3847,6,8,1901,961.75
15-03-2022,1203,1591,308,432,3534,15,3,2022,883.5,148,449,97,694,1,6,1902,231.3333333,1072,410,195,832,747,3256,18,8,1900,542.6666667,2460,767,424,3651,25,6,1901,912.75
16-03-2022,1188,1619,339,452,3598,16,3,2022,899.5,182,439,102,723,17,6,1902,241,1245,464,192,838,731,3470,28,8,1900,578.3333333,2421,793,510,3724,31,7,1901,931
17-03-2022,1200,1613,315,430,3558,17,3,2022,889.5,148,452,99,699,7,6,1902,233,1150,436,198,818,705,3307,20,8,1900,551.1666667,2194,755,361,3310,4,7,1901,827.5
18-03-2022,1209,1590,310,437,3546,18,3,2022,886.5,133,436,102,671,4,6,1902,223.6666667,1057,417,192,763,706,3135,10,8,1900,522.5,2302,691,404,3397,5,6,1901,849.25
19-03-2022,1201,1595,318,437,3551,19,3,2022,887.75,157,445,101,703,5,6,1902,234.3333333,1070,463,205,770,693,3201,21,8,1900,533.5,2322,795,373,3490,16,6,1901,872.5
20-03-2022,1208,1600,318,430,3556,20,3,2022,889,169,452,97,718,7,6,1902,239.3333333,1074,442,202,781,696,3195,26,8,1900,532.5,2528,678,409,3615,15,6,1901,903.75
21-03-2022,1178,1597,314,428,3517,21,3,2022,879.25,296,420,95,811,28,5,1902,270.3333333,1099,522,213,792,715,3341,26,9,1900,556.8333333,2394,662,370,3426,9,7,1901,856.5
22-03-2022,1162,1601,319,437,3519,22,3,2022,879.75,275,386,81,742,28,5,1902,247.3333333,1260,579,213,826,702,3580,3,9,1900,596.6666667,2383,702,385,3470,18,8,1901,867.5
23-03-2022,1136,1608,327,428,3499,23,3,2022,874.75,302,401,78,781,23,5,1902,260.3333333,1262,607,222,841,717,3649,16,9,1900,608.1666667,2220,875,924,4019,30,8,1901,1004.75
24-03-2022,1166,1569,310,411,3456,24,3,2022,864,294,421,76,791,13,5,1902,263.6666667,1185,600,214,818,698,3515,19,9,1900,585.8333333,2428,735,315,3478,7,8,1901,869.5
25-03-2022,1165,1588,321,423,3497,25,3,2022,874.25,294,409,71,774,23,5,1902,258,1183,601,208,791,686,3469,14,9,1900,578.1666667,2544,692,416,3652,31,7,1901,913
26-03-2022,1172,1608,323,433,3536,26,3,2022,884,294,421,70,785,2,6,1902,261.6666667,1340,624,197,814,679,3654,17,9,1900,609,2425,654,372,3451,31,8,1901,862.75
27-03-2022,1158,1587,316,427,3488,27,3,2022,872,277,429,68,774,21,5,1902,258,1295,598,226,809,689,3617,14,9,1900,602.8333333,2320,645,403,3368,24,8,1901,842
28-03-2022,1170,1581,309,424,1170,28,3,2022,871.2291667,276,406,68,750,20,5,1902,250.1505376,1381,604,215,801,685,3687,6,9,1900,614.5486111,2363,754,412,3529,5,9,1901,882.3645833
29-03-2022,1162,1603,318,443,3526,29,3,2022,881.4516129,306,398,65,770,30,5,1902,256.5740741,1404,620,192,810,684,3710,12,9,1900,618.3611111,2360,739,388,3487,9,9,1901,871.6875
30-03-2022,1170,1604,327,444,3545,30,3,2022,886.3406593,298,411,67,776,4,6,1902,258.5472637,1343,608,209,856,685,3701,14,9,1900,616.8125,2373,695,374,3442,7,9,1901,860.46875
31-03-2022,1195,1626,344,444,3609,31,3,2022,902.2333333,307,422,70,798,20,6,1902,266.1220657,1373,597,194,861,680,3705,22,9,1900,617.4861111,2358,736,388,3483,8,9,1901,870.6875
01-04-2022,1189,1593,345,444,3570,1,4,2022,892.5555556,304,413,65,782,10,6,1902,260.5789474,1301,591,209,879,684,3664,16,9,1900,610.625,2343,715,407,3464,1,9,1901,865.9791667
02-04-2022,1172,1563,324,430,3489,2,4,2022,872.3333333,301,390,68,759,21,5,1902,253.0285714,1228,577,212,877,694,3588,9,9,1900,598.0208333,2321,731,365,3416,20,8,1901,854.0416667
03-04-2022,1168,1591,335,436,3530,3,4,2022,882.5268817,298,404,67,769,31,5,1902,256.4102564,1216,596,232,888,674,3606,12,9,1900,600.9375,2401,753,358,3511,22,8,1901,877.8541667
04-04-2022,1144,1571,329,429,3473,4,4,2022,868.2210526,283,410,64,757,17,5,1902,252.3603604,1238,619,244,928,678,3707,8,9,1900,617.8958333,2509,795,412,3716,8,9,1901,929.010989
05-04-2022,1129,1636,360,536,3662,5,4,2022,915.5098039,291,406,64,760,3,7,1902,253.4222222,1227,563,216,913,675,3595,9,9,1900,599.2028986,2522,933,463,3918,21,8,1901,979.4615385
06-04-2022,1164,1597,305,455,3522,6,4,2022,880.4574468,315,403,65,783,29,5,1902,260.9066667,1290,614,197,891,685,3678,16,9,1900,612.9166667,2570,716,400,3686,3,9,1901,921.53125
07-04-2022,1177,1589,286,442,3493,7,4,2022,873.34375,286,405,63,755,22,5,1902,251.6410256,1297,561,212,876,687,3632,7,9,1900,605.2986111,2373,793,396,3562,27,8,1901,890.5104167
08-04-2022,1197,1585,309,444,3535,8,4,2022,883.75,296,410,61,767,1,6,1902,255.6752137,1278,537,197,891,694,3596,11,9,1900,599.3333333,2553,920,627,4101,21,8,1901,1025.142857
09-04-2022,1198,1619,309,463,3589,9,4,2022,897.2777778,309,411,61,781,15,6,1902,260.3982684,1242,498,186,893,670,3488,16,9,1900,581.3611111,2617,780,516,3913,3,8,1901,978.287234
10-04-2022,1196,1594,298,438,3526,10,4,2022,881.5263158,291,417,57,765,30,5,1902,254.8965517,1191,481,210,914,674,3471,10,9,1900,578.4444444,2362,774,431,3567,31,7,1901,891.6770833
11-04-2022,1160,1586,315,439,3499,11,4,2022,874.7954545,284,404,70,759,23,5,1902,252.8465608,1192,487,179,888,700,3445,8,9,1900,574.2101449,2624,792,514,3930,27,7,1901,982.5729167
12-04-2022,1188,1598,313,438,3537,12,4,2022,884.1808511,284,422,77,782,2,6,1902,260.7619048,1340,497,189,910,678,3615,16,9,1900,602.5,2303,737,446,3486,24,8,1901,871.5
13-04-2022,1191,1598,313,429,3531,13,4,2022,882.75,260,417,76,753,31,5,1902,251,1339,485,192,910,675,3601,7,9,1900,600.1666667,2584,615,459,3658,22,8,1901,914.5
14-04-2022,1189,1613,335,436,3574,14,4,2022,893.4130435,258,412,78,748,11,6,1902,249.4514768,1355,544,195,897,683,3672,5,9,1900,612.0694444,2408,719,477,3604,3,9,1901,900.8958333
15-04-2022,1189,1634,339,463,3625,15,4,2022,906.345679,255,398,72,725,24,6,1902,241.7333333,1363,568,182,881,680,3674,28,8,1900,612.3472222,2108,790,371,3268,3,9,1901,817.0208333
16-04-2022,1158,1591,294,427,3471,16,4,2022,867.7340426,264,403,73,740,16,5,1902,246.6507937,1353,540,174,878,694,3639,2,9,1900,606.5069444,1999,871,428,3298,28,8,1901,824.5268817
17-04-2022,1179,1593,293,425,3491,17,4,2022,872.7789474,253,412,72,736,21,5,1902,245.4054054,1370,553,178,898,690,3689,1,9,1900,614.8402778,2179,714,499,3392,5,9,1901,848.0625
18-04-2022,1197,1635,339,490,3661,18,4,2022,915.1333333,263,418,69,749,3,7,1902,249.7424242,1137,516,196,907,699,3455,5,9,1900,575.8550725,2237,840,899,3976,28,7,1901,993.9565217
19-04-2022,1239,1595,319,427,3579,19,4,2022,894.8387097,260,434,71,766,12,6,1902,255.203252,1278,526,195,894,703,3597,11,9,1900,599.4166667,2306,849,377,3533,21,8,1901,883.2659574
20-04-2022,1188,1603,333,452,3576,20,4,2022,894.0963855,273,415,67,756,12,6,1902,251.9386973,1254,546,199,874,696,3569,7,9,1900,594.7847222,2515,766,427,3708,16,8,1901,926.8958333
21-04-2022,1174,1566,307,424,3471,21,4,2022,867.7395833,268,396,68,732,16,5,1902,244.029304,1291,552,216,881,707,3647,31,8,1900,607.8125,2225,563,453,3241,29,8,1901,810.1808511
22-04-2022,1222,1594,315,443,3574,22,4,2022,893.4534884,260,399,63,722,11,6,1902,240.5176471,1318,534,212,887,686,3637,27,8,1900,606.1041667,2234,642,478,3354,28,8,1901,838.5473684
23-04-2022,1192,1592,331,461,3577,23,4,2022,894.2716049,278,417,63,759,12,6,1902,252.8510638,1322,531,234,902,684,3674,8,9,1900,612.2638889,2145,735,483,3362,3,9,1901,840.5729167
24-04-2022,1191,1586,315,455,3547,24,4,2022,886.6875,267,405,62,734,4,6,1902,244.6950355,1323,529,233,869,678,3631,31,8,1900,605.1388889,2081,656,463,3200,27,8,1901,800.0833333
25-04-2022,1168,1618,339,491,3616,25,4,2022,904.084507,265,399,64,728,22,6,1902,242.6227106,1182,527,223,885,680,3496,29,8,1900,582.6180556,1914,605,464,2983,4,8,1901,745.7395833
26-04-2022,1160,1626,329,464,3579,26,4,2022,894.739726,270,422,64,756,12,6,1902,251.8472222,1182,555,214,898,678,3528,7,9,1900,588.0069444,2173,843,451,3468,10,8,1901,866.90625
27-04-2022,1171,1606,331,476,3584,27,4,2022,895.9493671,271,406,67,744,13,6,1902,248.0141844,1185,497,190,899,673,3444,4,9,1900,573.9513889,2066,580,504,3150,26,7,1901,787.5208333
28-04-2022,1138,1628,348,482,3596,28,4,2022,898.9473684,253,396,62,711,16,6,1902,236.8937729,1241,524,216,890,708,3579,23,8,1900,596.5763889,2047,670,469,3185,18,8,1901,796.21875
29-04-2022,1200,1605,320,493,3618,29,4,2022,904.4782609,253,410,63,725,22,6,1902,241.7222222,1218,459,199,889,687,3452,28,8,1900,575.3680556,2118,842,427,3387,28,7,1901,846.7708333
30-04-2022,1184,1607,316,444,3550,30,4,2022,887.5376344,272,408,65,744,5,6,1902,248.141844,1215,474,231,891,688,3499,4,9,1900,583.1180556,2130,691,398,3219,5,8,1901,804.71875
01-05-2022,1183,1616,323,465,3587,1,5,2022,896.7640449,269,418,69,756,14,6,1902,251.8405797,1220,461,211,909,684,3485,7,9,1900,580.8472222,2018,726,407,3151,2,8,1901,787.8229167
02-05-2022,1159,1604,315,467,3544,2,5,2022,886,261,408,64,733,4,6,1902,244.3055556,1223,487,195,897,693,3495,31,8,1900,582.5138889,2068,765,406,3239,4,8,1901,809.75
03-05-2022,1143,1605,324,450,3522,3,5,2022,880.5652174,249,397,61,707,29,5,1902,235.6527778,1235,495,205,893,694,3522,22,8,1900,587.0069444,2015,690,398,3102,9,8,1901,775.53125
04-05-2022,1176,1627,320,458,3580,4,5,2022,895.0952381,272,417,54,742,13,6,1902,247.3611111,1203,485,197,887,700,3472,3,9,1900,578.7361111,0,0,0,0,31,7,1901,0
05-05-2022,1156,1676,336,525,3693,5,5,2022,923.2238806,231,416,61,708,11,7,1902,236.0666667,1206,510,197,855,695,3463,23,8,1900,577.1560284,2065,995,772,3832,30,7,1901,958.0454545
06-05-2022,1181,1610,327,551,3669,6,5,2022,917.3061224,225,403,70,697,5,7,1902,232.4897959,1245,555,197,1069,1105,4171,19,8,1900,695.2244898,2163,743,389,3296,25,11,1901,823.90625
07-05-2022,1129,1642,331,494,3597,7,5,2022,899.1857143,245,430,59,734,17,6,1902,244.7912088,1157,487,181,847,690,3361,31,8,1900,560.2083333,2631,532,457,3620,13,7,1901,905
08-05-2022,1173,1608,315,443,3540,8,5,2022,885.0215054,253,433,59,745,3,6,1902,248.2638889,1233,463,203,907,692,3497,4,9,1900,582.7847222,2459,747,449,3654,4,8,1901,913.6041667
09-05-2022,1121,1641,360,470,3591,9,5,2022,897.8108108,242,414,60,715,15,6,1902,238.4166667,1231,508,210,935,691,3575,25,8,1900,595.7638889,2244,703,418,3365,17,8,1901,841.3020833
10-05-2022,1177,1676,353,545,3750,10,5,2022,937.5957447,256,433,53,742,25,7,1902,247.1746032,1312,492,192,1055,872,3922,3,9,1900,653.7171717,2317,803,371,3490,14,10,1901,872.5104167
11-05-2022,1074,1688,335,724,3821,11,5,2022,955.125,237,436,74,747,12,8,1902,249.0666667,1379,801,178,1025,1686,5069,5,9,1900,844.8888889,2313,797,413,3524,23,4,1902,880.96875
12-05-2022,1176,1592,325,430,3523,12,5,2022,880.6736842,287,413,65,765,29,5,1902,254.9206349,1287,499,205,888,688,3568,10,9,1900,594.6111111,2289,834,394,3517,16,8,1901,879.2916667
13-05-2022,1206,1607,325,459,3597,13,5,2022,899.2826087,287,405,64,756,17,6,1902,251.8636364,1286,485,188,909,655,3523,7,9,1900,587.1875,2223,835,390,3449,9,8,1901,862.2708333
14-05-2022,1207,1633,320,443,3603,14,5,2022,900.7608696,270,420,70,760,18,6,1902,253.398374,1326,479,197,917,662,3581,9,9,1900,596.8472222,2233,841,442,3516,18,8,1901,879.0625
15-05-2022,1193,1628,323,445,3589,15,5,2022,897.2747253,290,423,61,774,15,6,1902,257.8962963,1350,520,185,871,670,3597,13,9,1900,599.4236111,2302,835,390,3527,21,8,1901,881.6666667
16-05-2022,1157,1588,305,434,3484,16,5,2022,870.9375,295,433,67,794,19,5,1902,264.8253968,1218,506,186,912,692,3514,20,9,1900,585.6944444,0,0,0,0,7,8,1901,0
17-05-2022,1152,1617,321,447,3537,17,5,2022,884.25,290,426,63,778,2,6,1902,259.4216867,1002,456,160,901,690,3208,15,9,1900,534.7361111,2301,866,426,3593,17,6,1901,898.2473118
18-05-2022,1195,1632,334,495,3656,18,5,2022,913.9210526,258,415,52,724,1,7,1902,241.3675214,1017,486,173,904,689,3270,28,8,1900,544.9722222,2392,855,576,3824,27,6,1901,956
19-05-2022,1186,1628,354,466,3634,19,5,2022,908.6206897,289,415,61,765,26,6,1902,254.8717949,1249,478,177,892,685,3480,10,9,1900,580.0416667,2399,635,438,3472,2,8,1901,868.0104167
20-05-2022,1177,1628,373,537,3715,20,5,2022,928.8125,280,412,57,748,16,7,1902,249.4347826,1186,505,171,863,682,3407,5,9,1900,567.8055556,2203,880,451,3534,20,7,1901,883.38
21-05-2022,1176,1579,346,443,3544,21,5,2022,885.8958333,293,409,60,761,3,6,1902,253.752809,1175,426,191,857,700,3350,9,9,1900,558.2638889,0,0,0,0,11,7,1901,0
22-05-2022,1165,1592,355,447,3559,22,5,2022,889.7954545,293,404,66,763,7,6,1902,254.1944444,1280,420,175,853,698,3426,10,9,1900,570.9861111,2307,865,498,3670,23,7,1901,917.6105263
23-05-2022,1149,1663,390,542,3745,23,5,2022,936.28,283,395,65,744,24,7,1902,247.8566308,1218,530,189,871,682,3490,3,9,1900,581.5833333,2437,808,451,3696,3,8,1901,924.0208333
24-05-2022,1149,1616,360,446,3571,24,5,2022,892.8043478,301,425,58,784,10,6,1902,261.2424242,1273,521,204,843,730,3572,17,9,1900,595.3472222,2369,784,423,3577,17,8,1901,894.21875
25-05-2022,1129,1631,405,454,3619,25,5,2022,904.825,311,410,52,773,22,6,1902,257.5824176,1155,543,187,839,715,3438,13,9,1900,572.9583333,2416,966,527,3909,25,7,1901,977.255814
26-05-2022,1096,1653,423,480,3652,26,5,2022,913.0289855,301,397,56,754,1,7,1902,251.3558052,1135,528,188,852,718,3422,7,9,1900,570.2708333,2535,650,402,3586,23,7,1901,896.5729167
27-05-2022,1113,1677,416,498,3705,27,5,2022,926.1969697,277,420,59,756,14,7,1902,251.9710145,1230,583,192,845,717,3566,7,9,1900,594.4027778,2357,839,441,3637,16,8,1901,909.1888889
28-05-2022,1106,1655,416,479,3657,28,5,2022,914.1343284,286,438,60,784,2,7,1902,261.2972973,1229,586,179,858,728,3580,17,9,1900,596.625,2284,844,391,3519,18,8,1901,879.7395833
29-05-2022,1092,1606,365,447,3511,29,5,2022,877.7037037,279,462,62,803,26,5,1902,267.6031746,1265,619,178,889,738,3689,23,9,1900,614.75,2386,703,429,3518,5,9,1901,879.40625
30-05-2022,1095,1649,425,490,3660,30,5,2022,914.8783784,263,454,65,782,2,7,1902,260.5714286,1191,563,188,935,739,3616,16,9,1900,602.7361111,2550,727,427,3704,24,8,1901,926.0212766
31-05-2022,1103,1577,384,487,3552,31,5,2022,888.0895522,253,418,62,733,6,6,1902,244.3015873,1212,546,197,931,710,3596,31,8,1900,599.3402778,2366,830,412,3608,21,8,1901,901.9479167
01-06-2022,1064,1596,391,474,3526,1,6,2022,881.3947368,256,438,67,761,30,5,1902,253.7777778,1180,581,195,926,720,3603,9,9,1900,600.5555556,2332,835,393,3560,22,8,1901,889.96875
02-06-2022,1052,1583,364,486,3484,2,6,2022,871.1230769,245,464,63,772,20,5,1902,257.4573643,1019,560,188,933,727,3427,13,9,1900,571.1527778,2582,837,381,3801,24,7,1901,950.1875
03-06-2022,1017,1580,379,448,3424,3,6,2022,856.1222222,258,471,62,791,5,5,1902,263.7121212,1202,598,201,944,795,3739,19,9,1900,623.2152778,2395,681,424,3500,14,9,1901,874.9270833
04-06-2022,1023,1582,383,464,3452,4,6,2022,863.0470588,282,461,62,804,12,5,1902,268,1216,557,209,938,776,3695,24,9,1900,615.8333333,2064,838,414,3316,6,9,1901,828.875
05-06-2022,1094,1589,384,469,3535,5,6,2022,883.8625,259,465,62,786,1,6,1902,261.8888889,1197,537,198,915,757,3603,17,9,1900,600.5625,2583,817,401,3801,22,8,1901,950.1875
06-06-2022,1033,1585,421,716,3756,6,6,2022,938.962963,274,454,60,788,26,7,1902,262.5787546,1171,564,189,918,724,3565,18,9,1900,594.2083333,2263,842,387,3493,16,8,1901,873.125
07-06-2022,1068,1567,365,441,3441,7,6,2022,860.1276596,281,451,61,793,9,5,1902,264.3787879,1153,537,188,947,774,3600,20,9,1900,599.9722222,1641,706,374,2720,21,8,1901,680.0833333
08-06-2022,1080,1592,368,442,3481,8,6,2022,870.3076923,280,436,62,778,19,5,1902,259.3809524,1120,558,178,959,747,3562,15,9,1900,593.5833333,0,0,0,0,15,8,1901,0
09-06-2022,1115,1723,500,1151,4489,9,6,2022,1122.357143,284,468,62,813,26,1,1903,271.0843373,999,558,191,899,711,3358,27,9,1900,559.7222222,2070,887,500,3458,12,7,1901,864.3877551
10-06-2022,1131,1548,349,440,3467,10,6,2022,866.7604167,270,459,65,794,15,5,1902,264.7969349,1191,574,213,941,750,3670,20,9,1900,611.5902778,2296,775,377,3448,2,9,1901,862.0625
11-06-2022,1100,1563,347,444,3455,11,6,2022,863.6989247,272,463,61,795,12,5,1902,264.9961686,1222,584,228,945,764,3743,20,9,1900,623.8680556,2362,569,449,3380,14,9,1901,845.0625
12-06-2022,1102,1588,347,469,3506,12,6,2022,876.5119048,293,464,64,821,25,5,1902,273.7777778,1181,614,228,926,753,3702,29,9,1900,616.9166667,2081,775,390,3246,7,9,1901,811.5263158
13-06-2022,1142,1591,343,461,3537,13,6,2022,884.3296703,247,429,68,744,2,6,1902,247.981982,1137,610,192,944,758,3641,3,9,1900,606.7638889,2299,786,377,3463,28,8,1901,865.6458333
14-06-2022,1110,1561,318,490,3479,14,6,2022,869.6935484,179,439,78,696,18,5,1902,232.0205128,1055,563,171,1006,977,3770,19,8,1900,628.3854167,2282,675,414,3371,19,9,1901,842.7083333
15-06-2022,0,0,0,0,0,15,6,2022,0,0,0,0,0,0,1,1900,0,0,0,0,0,0,0,0,1,1900,0,2011,863,444,3317,0,1,1900,829.3229167
16-06-2022,982,1548,381,713,3624,16,6,2022,906,197,443,77,717,24,6,1902,238.8686869,1076,613,170,1079,1852,4790,25,8,1900,798.3636364,2373,786,430,3590,8,3,1902,897.3854167
17-06-2022,1103,1512,353,468,3436,17,6,2022,858.8974359,251,454,71,776,7,5,1902,258.7333333,1108,539,197,947,934,3725,14,9,1900,620.8784314,2239,809,442,3490,11,9,1901,872.5869565
18-06-2022,1195,1582,328,438,3543,18,6,2022,885.8709677,242,429,71,742,3,6,1902,247.3148148,1045,483,176,861,823,3387,3,9,1900,564.5694444,2467,608,470,3544,17,7,1901,886.0416667
19-06-2022,1167,1570,325,461,3523,19,6,2022,880.775,256,428,69,754,29,5,1902,251.1809524,1128,535,162,848,797,3471,7,9,1900,578.4444444,2099,773,399,3272,31,7,1901,817.9270833
20-06-2022,1212,1619,353,503,3687,20,6,2022,921.7164179,256,436,66,758,9,7,1902,252.7863248,1168,526,171,894,754,3512,8,9,1900,585.3194444,2289,725,441,3455,7,8,1901,863.8631579
21-06-2022,1136,1610,397,529,3672,21,6,2022,917.9107143,274,412,69,754,5,7,1902,251.2962963,1162,575,164,913,759,3573,7,9,1900,595.4166667,2171,722,396,3290,17,8,1901,822.3958333
22-06-2022,1157,1588,343,466,3554,22,6,2022,888.475,269,417,66,751,6,6,1902,250.4855967,1219,542,168,882,774,3584,6,9,1900,597.3819444,2300,823,376,3499,19,8,1901,874.8229167
23-06-2022,1178,1613,353,483,3626,23,6,2022,906.4266667,273,423,64,760,24,6,1902,253.2539683,1280,548,163,885,781,3657,9,9,1900,609.4722222,2288,604,433,3325,31,8,1901,831.2708333
24-06-2022,1201,1634,380,491,3706,24,6,2022,926.3768116,266,415,64,745,14,7,1902,248.3943662,1179,550,173,934,799,3635,4,9,1900,605.8611111,2332,755,430,3517,27,8,1901,879.2604167
25-06-2022,1181,1557,303,435,3476,25,6,2022,868.9431818,243,394,62,699,17,5,1902,232.8617886,1017,483,167,944,809,3420,19,8,1900,570.0625,2129,735,443,3307,23,7,1901,826.6875
26-06-2022,1141,1554,302,419,3415,26,6,2022,853.7204301,259,407,64,730,2,5,1902,243.2921811,1080,498,148,950,803,3479,30,8,1900,579.8263889,2193,673,420,3286,1,8,1901,821.46875
27-06-2022,1130,1600,297,428,3455,27,6,2022,863.8723404,244,403,59,706,12,5,1902,235.2698413,1087,533,160,949,811,3539,22,8,1900,589.8958333,0,0,0,0,11,8,1901,0
28-06-2022,1153,1640,313,448,3555,28,6,2022,888.673913,250,398,60,708,6,6,1902,236.1363636,1032,487,148,945,805,3417,23,8,1900,569.5486111,2104,755,399,3257,22,7,1901,814.3333333
29-06-2022,1176,1561,293,442,3472,29,6,2022,868.0851064,270,397,58,724,17,5,1902,241.4796748,1080,508,158,942,799,3487,28,8,1900,581.1388889,2242,725,410,3377,3,8,1901,844.2916667
